"","V1","Stolen From","Type","ZIP","Offense","Make","Caliber","Address","Date","Status"
"134","7","CONSTRUCTION SITE","SHOTGUNS","77027","BURGLARY BUILDING","","","2207 BANCROFT  ST,houston ,Texas ,77027","8/8/2009","S"
"135","8","RESIDENCE/HOUSE","RIFLE","77018","BURGLARY HABITATION","WOODSTOCK","22","2414 STONECREST  DR,houston ,Texas ,77018","10/17/2011","S"
"136","9","RESIDENCE/HOUSE","RIFLE, AUTOMATIC","77071","BURGLARY HABITATION",".38 SPEICAL","UNKNOWN","9707 GESSNER S DR,houston ,Texas ,77071","1/17/2012","S"
"137","10","RESIDENCE/HOUSE","PISTOL, REVOLVER","77036","BURGLARY HABITATION","HARRINGTON & RICHARDSON","22 CAL","8830 JACKWOOD  ,houston ,Texas ,77036","2/12/2009","S"
"138","1","CONDOMINIUM","SHOTGUN, PUMP ACTION","77002","BURGLARY HABITATION","BERETTA","UNKNOWN","205 RILEY  LN,houston ,Texas ,77002","3/29/2011","S"
"139","2","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77061","BURGLARY HABITATION","RUGER","9 MILL","7235 FAUNA  ,houston ,Texas ,77061","5/13/2008","S"
"140","3","APARTMENT","SHOTGUN, SINGLE-SHOT","77084","BURGLARY HABITATION","UNKNOWN","12 GAUGE","1760 BARKER CYPRESS  RD,houston ,Texas ,77084","4/17/2009","S"
"141","4","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77022","BURGLARY HABITATION","RUGER","22 CAL","705 WESTFORD  ,houston ,Texas ,77022","6/4/2012","S"
"142","5","STRIP BUSINESS CENTER PAR","PISTOL, SEMIAUTOMATIC","77040","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BARETTA","32 CAL","13838 NORTHWEST  FWY,houston ,Texas ,77040","4/17/2008","S"
"143","6","RESIDENCE/HOUSE","AAMUNITION","77080","BURGLARY HABITATION","REMINGTON  EXPRESS","","9702 LAWNGATE  ,houston ,Texas ,77080","3/14/2008","S"
"144","7","APARTMENT","PISTOL,REVOLVER","77096","THEFT/(MISD B)","SMITH & WESSON","357 CAL","10555 FONDREN  RD,houston ,Texas ,77096","2/15/2008","S"
"145","8","RESIDENCE/HOUSE","UNKNOWN","77034","BURGLARY HABITATION","RUGER OLD ARMY","","12110 ROSS  RD,houston ,Texas ,77034","1/16/2009","S"
"146","9","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77018","BURGLARY HABITATION","REMINGTON ARMS CO INC","12 GAUGE","3034 OAK FOREST  DR,houston ,Texas ,77018","10/18/2011","S"
"147","10","COMMERCIAL PARKING LOT/GA","PISTOL, SEMIAUTOMATIC","77082","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","WALTHER","380 CAL","2610 KIRKWOOD S DR,houston ,Texas ,77082","9/11/2011","S"
"148","1","RESIDENCE/HOUSE","AIR RIFLES","77062","BURGLARY HABITATION","UNKNOWN","","14910 EVERGREEN RIDGE  WAY,houston ,Texas ,77062","9/23/2008","S"
"149","2","RESTAURANT/CAFETERIA PARK","PISTOL, SEMIAUTOMATIC","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","40 CAL","2410 RICHMOND  AVE,houston ,Texas ,77098","7/22/2009","S"
"150","3","RESIDENCE/HOUSE","PISTOL, REVOLVER","77076","BURGLARY HABITATION","SMITH & WESSON","38 CAL","722 CATHER  ,houston ,Texas ,77076","7/20/2012","S"
"151","4","HOTEL/MOTEL PARKING LOT","SHOTGUN UNKNOWN","77027","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BROWNING","20","1625 WEST LP S E SER,houston ,Texas ,77027","5/23/2008","S"
"152","5","APARTMENT","PISTOL, SEMIAUTOMATIC","77036","LOST OR STOLEN","KRUGER","9","9898 FORUM PARK  DR,houston ,Texas ,77036","5/12/2012","L"
"153","6","APARTMENT","PISTOL, SEMIAUTOMATIC","77082","BURGLARY HABITATION","GLOCK","32 CAL","2828 HAYES  RD,houston ,Texas ,77082","3/30/2009","S"
"154","7","MULTI-PLEX HME(DUPLEX,TRI","SHOTGUN","77020","BURGLARY HABITATION","UNKNOWN","*","6914 GONZALES  ST,houston ,Texas ,77020","11/6/2010","S"
"155","8","APARTMENT","","77082","BURGLARY HABITATION","AMMUNITION","","14933 RICHMOND  AVE,houston ,Texas ,77082","2/26/2009","S"
"156","9","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77045","BURGLARY HABITATION","SMITH & WESSON","380 CAL","4302 KNOTTY OAKS  TRL,houston ,Texas ,77045","1/22/2009","S"
"157","10","CONDO","PISTOL, SEMIAUTOMATIC","77502","THEFT/LOSS $200.00 OR MORE - F","SMITH & WESSON","40 CAL","2700 REVERE  ,houston ,Texas ,77502","12/4/2008","C"
"158","1","NURSING HOME","PISTOL, SEMIAUTOMATIC","77079","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","GLOCK","9","1357 COUNTRY PLACE  DR,houston ,Texas ,77079","8/9/2012","S"
"159","2","RESTAURANT/CAFETERIA PARK","AMMUNITION","77008","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","SMITH & WESSON","9","2615 ELLA  BLVD,houston ,Texas ,77008","7/9/2012","S"
"160","3","RESIDENCE/HOUSE","SHOTGUN, SINGLE-SHOT","77088","BURGLARY HABITATION","UNKNOWN","12 GAUGE","914 ELLINGTON  ST,houston ,Texas ,77088","11/27/2009","S"
"161","4","RESTAURANT/CAFETERIA PARK","UNKNOWN","77092","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SMITH & WESSON","UNKNOWN","2959 NORTH LP W  ,houston ,Texas ,77092","10/15/2008","S"
"162","5","APARTMENT","SHOTGUN, PUMP ACTION","77060","BURGLARY HABITATION","UNKNOWN","12 GAUGE","17601 WAYFOREST  DR,houston ,Texas ,77060","8/21/2008","S"
"163","6","RESIDENCE/HOUSE","22-CALIBER","77047","BURGLARY HABITATION","GUN","22 CAL","14100 DEL PAPA  ST,houston ,Texas ,77047","9/20/2008","S"
"164","7","RESIDENCE/HOUSE",".40 ROUNDS","77023","BURGLARY HABITATION","AMMO/S&W DEFENDER","","1110 JOCELYN  ,houston ,Texas ,77023","5/22/2010","S"
"165","8","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77087","BURGLARY HABITATION","RUGER","9 MILL","6718 KERNEL  ST,houston ,Texas ,77087","6/20/2009","S"
"166","9","APARTMENT","PISTOL, SEMIAUTOMATIC","77033","THEFT (FIREARM) STATE JAIL-FELONY ONLY","JIMENEZ","45 CAL","7402 CALHOUN  RD,houston ,Texas ,77033","3/1/2008","S"
"167","10","RESIDENCE/HOUSE","PISTOL, REVOLVER","77020","BURGLARY HABITATION","UNKNOWN","357 CAL","1810 BREWSTER  ST,houston ,Texas ,77020","3/25/2008","S"
"168","1","BALLY'S GYM","PISTOL, SEMIAUTOMATIC","77067","THEFT/LOSS $200.00 OR MORE - F","BERETTA","32 CAL","430 GREENS W RD,houston ,Texas ,77067","11/16/2010","S"
"169","2","RESIDENCE/HOUSE","PISTOL","77029","BURGLARY HABITATION","BERETTA","25","1918 DEMAREE  LN,houston ,Texas ,77029","10/26/2010","S"
"170","3","OPEN LOT","PISTOL, SINGLE-SHOT","77002","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","DERINGER, HENERY, SR&JR","410 GAUGE","1300 LOUISIANA  ST,houston ,Texas ,77002","4/24/2010","S"
"171","4","RESIDENCE/HOUSE","SHOTGUN, SEMIAUTOMATIC","77047","BURGLARY HABITATION","SWIFT SIXTEEN","UNKNOWN","3927 KILKENNY  DR,houston ,Texas ,77047","12/17/2008","S"
"172","5","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77051","BURGLARY HABITATION(PG)(JUV)","UNKNOWN","22 CAL","4330 CLOVER  ST,houston ,Texas ,77051","11/25/2009","S"
"173","6","RESIDENCE/HOUSE","LEOPOLD SCOPE 357 3X9","77035","BURGLARY HABITATION","REMINGTON","","4326 WAYCROSS  DR,houston ,Texas ,77035","1/23/2008","S"
"174","7","SHOOTING RANGE","PISTOL, SEMIAUTOMATIC","77057","THEFT (FIREARM) STATE JAIL-FELONY ONLY","GLOCK","40 CAL","5901 BEVERLYHILL  ST,houston ,Texas ,77057","2/4/2010","S"
"175","8","RESIDENCE/HOUSE","SHOTGUN, SINGLE-SHOT","77076","BURGLARY HABITATION","TITHACA/ITHACAGUN","20 GAUGE","912 ELLENA  RD,houston ,Texas ,77076","7/6/2012","S"
"176","9","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77055","BURGLARY BUILDING","REMINGTON ARMS CO INC","12 GAUGE","1207 ANTOINE  DR,houston ,Texas ,77055","5/29/2009","S"
"177","10","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77043","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","WALTHER","380 CAL","2618 MANILA  LN,houston ,Texas ,77043","7/10/2009","C"
"178","1","ROAD/STREET/SIDEWALK","PISTOL, SEMIAUTOMATIC","77006","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","RUGER","380 CAL","2707 WHITNEY  ,houston ,Texas ,77006","7/18/2011","C"
"179","2","APARTMENT","PISTOL, REVOLVER","77079","BURGLARY HABITATION","SMITH & WESSON","38 CAL","15135 MEMORIAL  DR,houston ,Texas ,77079","8/11/2009","S"
"180","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77009","INVESTIGATION (BURGLARY AND THEFT)","TAURUS","40 CAL","1013 24TH E ST,houston ,Texas ,77009","8/28/2009","G"
"181","4","CHAMPS REST","PISTOL, SEMIAUTOMATIC","77056","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","KIMBER","UNKNOWN","1121 UPTOWN PARK  BLVD,houston ,Texas ,77056","7/5/2008","S"
"182","5","CITY STREET","RIFLE, LEVER ACTION","77034","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","MARLIN FIREARMS CO","30-30 CAL","10735 MARIGOLD GLEN  WAY,houston ,Texas ,77034","11/2/2011","S"
"183","6","RESIDENCE/HOUSE","SHOTGUN, PUMP ACTION","77036","BURGLARY HABITATION","UNKNOWN","UNKNOWN","6102 TAM O SHANTER  LN,houston ,Texas ,77036","9/14/2009","S"
"184","7","RESIDENCE/HOUSE","GUN/REVOLVER","77072","BURGLARY HABITATION","SMITH & WESSON","44","11002 MIDHURST  DR,houston ,Texas ,77072","1/22/2008","S"
"185","8","FIREARMS SHOOTING RANGE","PISTOL REVOLVER","77082","THEFT (FIREARM) STATE JAIL-FELONY ONLY","RUGER","0.45","16500 WESTHEIMER  PKWY,houston ,Texas ,77082","1/2/2009","S"
"186","9","RESIDENCE/HOUSE","PISTOL, REVOLVER","77043","BURGLARY HABITATION","SMITH & WESSON","357 CAL","1310 SPILLERS  LN,houston ,Texas ,77043","1/18/2012","S"
"187","10","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77003","BURGLARY HABITATION","SMITH & WESSON","25 CAL","1610 HUSSION  ,houston ,Texas ,77003","3/4/2010","S"
"188","1","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77043","BURGLARY HABITATION","SMITH & WESSON","40 CAL","1903 MAPLETON  DR,houston ,Texas ,77043","2/21/2012","S"
"189","2","RESIDENCE/HOUSE","PISTOL","77051","KIDNAPPING (FV)(JUV)","DERRINGER","","8105 LAWLER  ,houston ,Texas ,77051","3/31/2012","S"
"190","3","APARTMENT PARKING LOT","PISTOL, SEMIAUTOMATIC","77071","THEFT (AUTO CAR NOT TRUCK)/(FEL STATE JAIL)","UNKNOWN","9 MILL","7900 CREEKBEND  DR,houston ,Texas ,77071","11/5/2010","S"
"191","4","HOTEL/MOTEL PARKING LOT","PISTOL, REVOLVER","77029","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","TAURUS","38 CAL","10801 EAST  FWY,houston ,Texas ,77029","12/3/2008","S"
"192","5","BAR/NIGHT CLUB PARKING LO","PISTOL, SEMIAUTOMATIC","77007","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","KAHR","9 MILL","5219 WASHINGTON  AVE,houston ,Texas ,77007","5/16/2011","S"
"193","6","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77047","BURGLARY HABITATION","SMITH & WESSON","9 MILL","4215 WAYSIDE STREAM  LN,houston ,Texas ,77047","6/1/2011","S"
"194","7","APARTMENT","PISTOL, SEMIAUTOMATIC","77051","BURGLARY HABITATION","RUGER","9 MILL","2701 BELLFORT  ST,houston ,Texas ,77051","4/18/2010","S"
"195","8","DRIVEWAY","","77007","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","RUGER","9","5719 MAXIE  ,houston ,Texas ,77007","11/7/2011","S"
"196","9","RESIDENCE/HOUSE","AMMUNITION","77023","BURGLARY HABITATION","UNKNOWN","","2243 HARWELL  DR,houston ,Texas ,77023","12/11/2008","S"
"197","10","APARTMENT","PISTOL, REVOLVER","77082","BURGLARY HABITATION","EUROPEAN ARMS","0357 CAL","3950 ASHBURNHAM  DR,houston ,Texas ,77082","4/11/2011","S"
"198","1","COMMERCIAL PARKING LOT/GA","PISTOL, SEMIAUTOMATIC","77002","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","TAURUS","22 CAL","100 JACKSON N ST,houston ,Texas ,77002","5/13/2011","S"
"199","2","APARTMENT","PISTOL, REVOLVER","77077","BURGLARY HABITATION","UNKNOWN","38 CAL","12939 WHITTINGTON  ,houston ,Texas ,77077","1/26/2010","S"
"200","3","RESIDENCE/HOUSE","SHOTGUN","77092","BURGLARY BUILDING","REMINGTON","20","4216 NORTHFIELD  LN,houston ,Texas ,77092","2/28/2008","S"
"201","4","RESIDENCE/HOUSE","RIFLE, BOLT ACTION","77015","BURGLARY HABITATION","STEVENS/J STEVENS ARMS","22 CAL","830 GRAND OAKS  DR,houston ,Texas ,77015","8/18/2011","S"
"202","5","APARTMENT","RIFLE, BOLT ACTION","77026","BURGLARY HABITATION","UNKNOWN","9 MILL","5525 COLLINGSWORTH  ,houston ,Texas ,77026","10/4/2010","S"
"203","6","ANIMAL CLINIC","PISTOL, SEMIAUTOMATIC","77004","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","40 CAL","2030 ALABAMA  ST,houston ,Texas ,77004","6/16/2012","S"
"204","7","APARTMENT","PISTOL, SEMIAUTOMATIC","77080","INVESTIGATION (BURGLARY AND THEFT)","COLT","38 CAL","1925 OJEMAN  RD,houston ,Texas ,77080","6/1/2008","S"
"205","8","RESIDENCE/HOUSE","SHOTGUN","77055","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","REMINGTON ARMS CO INC","*","2119 WOODVINE  ,houston ,Texas ,77055","9/30/2010","S"
"206","9","APARTMENT","SEMI AUTO PISTOL","77027","INVESTIGATION (BURGLARY AND THEFT)","KEL TEC","9","3300 CUMMINS  ST,houston ,Texas ,77027","9/22/2011","S"
"207","10","APARTMENT","PISTOL, SEMIAUTOMATIC","77075","BURGLARY HABITATION","TAURUS","9 MILL","10950 TANNER PARK  CT,houston ,Texas ,77075","7/22/2010","S"
"208","1","MISC. BUSINESS (NON-SPECI","PISTOL, SEMIAUTOMATIC","77098","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","KIMBER","45 CAL","2200 SOUTHWEST  FWY,houston ,Texas ,77098","7/12/2011","S"
"209","2","HOTEL/MOTEL/ETC.","PISTOL, SEMIAUTOMATIC","77365","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","SIG SAUER","45 CAL","22675 EASTEX  FWY,houston ,Texas ,77365","5/23/2009","S"
"210","3","UNKNOWN","","77004","THEFT","LORCIN","","2319 ARBOR  ST,houston ,Texas ,77004","5/10/2012","S"
"211","4","CHURCH/SYNAGOGUE/TEMPLE P","PISTOL, SEMIAUTOMATIC","77004","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","9 MILL","3129 SOUTHMORE  BLVD,houston ,Texas ,77004","4/8/2011","U"
"212","5","RESTAURANT/CAFETERIA PARK","RIFLE, BOLT ACTION","77063","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","THOMPSON","223","8250 WESTHEIMER  RD,houston ,Texas ,77063","2/25/2008","S"
"213","6","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77016","BURGLARY HABITATION","UNKNOWN","32 CAL","6207 ANTHA  ST,houston ,Texas ,77016","1/23/2009","S"
"214","7","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77047","THEFT/LOSS $200.00 OR MORE - F","RUGER","UNKNOWN","12715 CLAYGATE  DR,houston ,Texas ,77047","12/7/2009","S"
"215","8","APARTMENT","","77021","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","TAURUS","45","7245 SCOTT  ,houston ,Texas ,77021","11/8/2010","S"
"216","9","RESIDENCE/HOUSE","SHOTGUN, DOUBLE BARREL","77078","BURGLARY HABITATION","UNKNOWN","12 GAUGE","9762 GALAXY  ,houston ,Texas ,77078","11/24/2009","S"
"217","10","ROAD/STREET/SIDEWALK","AMMUNITION","77078","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","11 LIVE RNDS","40","8700 RINN  ST,houston ,Texas ,77078","11/23/2011","S"
"218","1","APARTMENT","PISTOL, SEMIAUTOMATIC","77032","BURGLARY HABITATION","BERSA","380 CAL","15165 VICKERY  DR,houston ,Texas ,77032","7/10/2008","C"
"219","2","STRIP BUSINESS CENTER PAR","PISTOL","77034","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","TAURUS","410 GAUGE","12800 GULF  FWY,houston ,Texas ,77034","6/5/2008","S"
"220","3","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77077","BURGLARY HABITATION","WINCHESTER","22 CAL","13915 CHEVY CHASE  ,houston ,Texas ,77077","10/17/2011","S"
"221","4","RESIDENTIAL/HOUSE","PISTOL, REVOLVER","77041","BURGLARY BUILDING","UNKNOWN","38 CAL","4702 OLD BRICKHOUSE  DR,houston ,Texas ,77041","9/9/2011","S"
"222","5","RESIDENCE/HOUSE","PISTOL, REVOLVER","77096","BURGLARY HABITATION","SMITH & WESSON","38 CAL","10738 BRAEWICK  DR,houston ,Texas ,77096","2/11/2010","S"
"223","6","VEHICLE","","77054","THEFT/(MISD A)","AMMUNITION","","2333 SOUTH LP W  ,houston ,Texas ,77054","5/13/2008","S"
"224","7","CONDOMINIUM","RIFLE, AUTOMATIC","77007","BURGLARY HABITATION","BROWNING ARMS CO","UNKNOWN","5292 MEMORIAL  DR,houston ,Texas ,77007","4/18/2009","S"
"225","8","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77339","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","GLOCK","40 CAL","2202 WOODFORD GREEN  DR,houston ,Texas ,77339","3/18/2009","S"
"226","9","COMMERCIAL PARKING LOT/GA","PISTOL, REVOLVER","77061","INVESTIGATION (AUTO THEFT)",".357 MAG","357 CAL","7630 HANSEN  RD,houston ,Texas ,77061","12/16/2009","G"
"227","10","RESTAURANT/CAFETERIA","MAGAZNINE","77060","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","","45","197 GREENS  RD,houston ,Texas ,77060","10/29/2008","S"
"228","1","APARTMENT","PISTOL, SINGLE-SHOT","77004","BURGLARY HABITATION","UNKNOWN","9 MILL","3803 SAMPSON  ,houston ,Texas ,77004","9/24/2008","S"
"229","2","COMMERCIAL PARKING LOT/GA","PISTOL, SEMIAUTOMATIC","77079","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SMITH & WESSON","9 MILL","11757 KATY  FWY,houston ,Texas ,77079","8/24/2012","S"
"230","3","HOTEL/MOTEL PARKING LOT","PISTOL, SEMIAUTOMATIC","77070","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)","HI POINT","45 CAL","7645 FM 1960 W ,houston ,Texas ,77070","9/27/2011","S"
"231","4","RESIDENCE/HOUSE","PISTOL, REVOLVER","77018","BURGLARY HABITATION","RUGER","357 CAL","1638 CHIPPENDALE  RD,houston ,Texas ,77018","7/21/2012","S"
"232","5","BUSINESS PARKING LOT","PISTOL, SEMIAUTOMATIC","77075","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","SIG SAUER","40 CAL","8330 HANSEN  RD,houston ,Texas ,77075","5/28/2010","S"
"233","6","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77339","THEFT/(MISD A)","TAURUS","380 CAL","2134 RIVER VILLAGE  DR,houston ,Texas ,77339","5/15/2012","S"
"234","7","CAR ENGINE SERVICE BUILDI","SHOTGUN-PISTOL GRIP","77016","BURGLARY BUILDING","WINCHESTER","UNKNOWN","10840 HOMESTEAD  RD,houston ,Texas ,77016","3/29/2008","S"
"235","8","BUSINESS PARKING LOT","PISTOL, SEMIAUTOMATIC","77089","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","40 CAL","11243 FUQUA  ST,houston ,Texas ,77089","2/28/2008","S"
"236","9","RESIDENCE/HOUSE","PISTOL, REVOLVER","77022","BURGLARY HABITATION","SMITH & WESSON","38 CAL","312 LINDALE  ,houston ,Texas ,77022","1/31/2011","S"
"237","10","HIGH RISE PARKING GARAGE","PISTOL","77056","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BARETTA","9","7 RIVERWAY  ,houston ,Texas ,77056","12/27/2008","S"
"238","1","CONDOMINIUM","AMMUNITION","77092","BURGLARY HABITATION","SMITH & WESSON","32","6401 DEIHL  RD,houston ,Texas ,77092","12/22/2011","S"
"239","2","APARTMENT","PISTOL, SEMIAUTOMATIC","77040","BURGLARY HABITATION","UNKNOWN","9 MILL","7058 GULF BANK W RD,houston ,Texas ,77040","9/5/2008","S"
"240","3","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77076","BURGLARY HABITATION","BERETTA","32 CAL","126 SPREADING OAK E DR,houston ,Texas ,77076","7/30/2009","S"
"241","4","APARTMENT","SHOTGUN, PUMP ACTION","77072","THEFT/(MISD B)","MOSSBERG O F & SONS","12 GAUGE","8104 BEECH COVE  LN,houston ,Texas ,77072","7/1/2008","S"
"242","5","DRIVEWAY","PISTOL, SEMIAUTOMATIC","77033","BURGLARY MOTOR VEHICLE (PARTS/VEHICLE)/(MISD B)","TAURUS","22 CAL","5965 SOUTHLEA  ,houston ,Texas ,77033","6/21/2011","S"
"243","6","HOTEL/MOTEL PARKING LOT","SEMI AUTOMATIC PISTOL","77028","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","SMITH AND WESSON","40","7887 TIDWELL  RD,houston ,Texas ,77028","5/21/2011","S"
"244","7","HOSPITAL PARKING LOT","PISTOL, SEMIAUTOMATIC","77070","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(FEL STATE JAIL)","BERETTA","9 MILL","13500 CENTERFIELD  BLVD,houston ,Texas ,77070","4/8/2009","S"
"245","8","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77051","BURGLARY HABITATION","BRYCO","380 CAL","4110 CLOVER  ST,houston ,Texas ,77051","2/8/2012","S"
"246","9","APARTMENT","SHOTGUN, SEMIAUTOMATIC","77002","BURGLARY HABITATION","REMINGTON ARMS CO INC","12 GAUGE","309 GRAY  ,houston ,Texas ,77002","3/4/2010","S"
"247","10","RESIDENCE/HOUSE","PISTOL, REVOLVER","77026","BURGLARY HABITATION","UNKNOWN","44 CAL","4014 WAYNE  ,houston ,Texas ,77026","1/7/2011","S"
"248","1","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77080","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","GLOCK","40 CAL","8926 PITNER  ,houston ,Texas ,77080","6/29/2011","S"
"249","2","OFFICE BUILDING","PISTOL, SEMIAUTOMATIC","77042","BURGLARY MOTOR VEHICLE (PARTS/VEHICLE)/(MISD A)","GLOCK","40 CAL","2901 WILCREST  DR,houston ,Texas ,77042","7/9/2009","S"
"250","3","PRIVATE PARKING LOT","(2) LOADED MAGAZINES","77002","STOLEN HPD BADGE / BURGLARY OF MOTOR VEHILCE","SIG SAUER","0.45","1200 TRAVIS  ST,houston ,Texas ,77002","8/8/2008","S"
"251","4","MOBILE HOME","","77047","BURGLARY HABITATION","SMITH AND WESSON","40","13501 HOOPER  RD,houston ,Texas ,77047","9/20/2010","S"
"252","5","DRIVEWAY","AMMUNITION","77045","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD B)","","40","3926 CLOVERBROOK  DR,houston ,Texas ,77045","1/17/2012","S"
"253","6","RESTAURANT/CAFETERIA PARK","PISTOL, REVOLVER","77057","BURGLARY MOTOR VEHICLE (NON PART/CONTENTS)/(MISD A)","RUGER","357 CAL","6213 OVERBROOK  LN,houston ,Texas ,77057","2/17/2011","S"
"254","7","RESIDENCE/HOUSE","PISTOL, SEMIAUTOMATIC","77026","THEFT/(FEL STATE JAIL)","GLOCK","380 CAL","3303 ADELIA  ST,houston ,Texas ,77026","3/1/2009","S"
"255","8","RESIDENCE/HOUSE","RIFLE, SEMIAUTOMATIC","77074","INVESTIGATION (BURGLARY AND THEFT)","UNKNOWN","UNKNOWN","8103 LUGARY  DR,houston ,Texas ,77074","4/2/2010","S"
"256","9","RESIDENCE/HOUSE","PISTOL, REVOLVER","77076","BURGLARY HABITATION","COLT","357 CAL","11918 MEADOWPASS  ,houston ,Texas ,77076","4/25/2012","S"
"257","10","APARTMENT","PISTOL, REVOLVER","77063","BURGLARY HABITATION","SMITH & WESSON","357 CAL","2150 GESSNER S DR,houston ,Texas ,77063","11/22/2011","S"
"258","1","PAWN SHOP","PISTOL, SEMIAUTOMATIC","77025","AGGRAVATED ROBBERY (DEADLY WEAPON)/BY FIREARMS","BERSA","380 CAL","8620 MAIN  ST,houston ,Texas ,77025","8/22/2008","S"
"259","2","RESIDENCE/HOUSE","RIFLE","77339","THEFT (FIREARM) STATE JAIL-FELONY ONLY","SAVAGE ARMS CORP","","4038 SWEET GUM  TRL,houston ,Texas ,77339","9/22/2009","S"
"260","3","RESTAURANT/CAFETERIA","PISTOL, SEMIAUTOMATIC","77098","INVESTIGATION (BURGLARY AND THEFT)","KEL-TEC","380 CAL","2405 ALABAMA W ST,houston ,Texas ,77098","6/8/2012","S"
"261","4","RON CARTER CADILLAC","PISTOL, SINGLE-SHOT","77546","THEFT OF FIREARM","SMITH & WESSON","38 CAL","18100 GULF  FWY,houston ,Texas ,77546","7/9/2010","C"
"262","5","RESIDENCE/HOUSE","SHOTGUN, OVER AND UNDER","77099","THEFT (AUTO)(FELONY STATE JAIL)","NIKKO","12 GAUGE","10666 BEXLEY  DR,houston ,Texas ,77099","3/25/2008","C"
"263","6","RESIDENCE/HOUSE","PISTOL","77091","THEFT","JIMENEZ","380","6513 COUCH  ST,houston ,Texas ,77091","4/25/2010","L"
"264","7","RESIDENCE/HOUSE","PISTOL","77079","BURGLARY HABITATION","REPLICA","","14703 BARRYKNOLL  LN,houston ,Texas ,77079","1/26/2012","S"
